,Blue,Green,Red,NIR,SWIR1,SWIR2
18186,28,24,17,66,28,11
18187,34,29,24,56,31,12
18188,37,29,26,22,15,11
18189,34,24,18,13,7,5
18190,33,27,22,46,29,13
18191,39,32,28,43,37,22
18192,37,31,26,42,25,12
18193,36,31,27,56,34,16
18194,30,23,17,38,17,7
18195,36,31,26,48,27,12
18196,39,32,27,18,9,5
18197,35,31,24,41,19,10
18198,39,35,33,32,16,9
18199,34,23,18,12,6,2
18200,37,27,23,17,9,5
18201,39,33,28,51,31,14
18202,35,26,21,16,9,5
18203,31,24,18,44,21,9
18204,34,28,23,60,34,15
18205,35,28,22,48,28,11
18206,35,27,22,16,8,4
18207,37,31,27,41,21,10
18208,40,33,28,49,36,20
18209,25,23,15,94,45,17
18210,33,27,21,52,34,16
18211,34,24,19,14,7,5
18212,37,27,23,17,9,6
18213,34,24,18,14,6,4
18214,33,26,23,39,21,8
18215,36,27,23,17,8,7
18216,35,29,24,16,8,5
18217,36,32,31,27,11,7
18218,37,32,30,49,45,29
18219,33,23,19,14,7,4
18220,33,27,21,53,23,8
18221,33,25,21,15,7,4
18222,32,26,20,27,10,6
18223,33,27,22,50,28,12
18224,32,25,19,39,20,10
18225,34,26,21,45,22,10
18226,39,35,35,55,57,38
18227,38,35,32,31,15,7
18228,38,31,24,60,33,11
18229,38,32,26,33,16,8
18230,37,30,27,46,38,23
18231,35,28,23,43,20,10
18232,34,27,22,44,23,11
18233,37,31,25,58,37,17
18234,35,29,23,53,31,13
18235,36,29,24,43,19,9
18236,38,31,26,52,31,15
18237,38,32,27,56,34,15
18238,34,27,21,58,32,12
18239,38,31,27,54,34,15
18240,36,30,25,51,27,11
18241,39,35,34,51,51,38
18242,37,30,24,44,21,9
18243,34,27,22,38,20,8
18244,41,35,31,51,47,25
18245,38,33,26,56,31,13
18246,37,32,28,52,45,25
18247,33,27,21,51,28,10
18248,34,24,18,13,7,4
18249,38,31,24,45,21,10
18250,35,29,24,62,35,14
18251,39,32,26,19,11,6
18252,34,26,20,40,19,9
18253,34,26,20,15,9,6
18254,36,30,26,49,39,22
18255,39,32,29,43,24,12
18256,35,28,24,39,22,10
18257,34,26,20,34,16,7
18258,26,20,14,47,23,8
18259,35,30,25,61,36,15
18260,38,30,26,40,22,10
18261,41,32,26,18,10,7
18262,37,32,28,67,45,22
18263,36,29,24,45,25,10
18264,48,45,45,60,63,44
18265,34,27,23,37,20,9
18266,36,30,28,51,53,29
18267,34,28,21,60,38,14
18268,40,32,28,52,26,12
18269,39,32,27,39,20,8
18270,41,34,26,19,9,5
18271,40,35,32,38,29,18
18272,37,28,22,27,10,5
18273,41,31,28,23,11,6
18274,39,33,28,53,28,13
18275,37,31,27,42,22,11
18276,33,24,18,33,14,6
18277,35,26,20,14,7,4
18278,35,27,19,14,7,4
18279,34,28,23,46,25,10
18280,34,25,21,16,7,5
18281,34,28,24,59,38,17
18282,35,29,23,51,28,11
18283,34,25,20,34,14,7
18284,35,28,26,38,22,11
18285,44,37,32,48,27,13
18286,32,24,18,34,13,5
18287,37,31,26,56,34,14
18288,35,26,22,16,9,5
18289,41,34,29,51,40,20
18290,33,27,22,55,31,12
18291,34,28,22,55,32,13
18292,36,32,30,20,8,4
18293,33,27,23,35,17,8
18294,39,33,30,40,40,29
18295,33,26,19,55,31,12
18296,40,31,24,40,17,8
18297,36,29,23,49,20,8
18298,36,30,26,55,54,27
18299,35,27,21,15,8,5
18300,37,30,26,48,27,11
18301,38,33,27,36,15,8
18302,37,29,23,16,9,6
18303,35,26,19,35,14,5
18304,37,30,24,45,25,10
18305,35,26,21,16,9,6
18306,36,30,26,42,22,11
18307,37,28,23,18,10,6
18308,32,26,21,54,28,11
18309,37,31,26,49,26,12
18310,33,27,23,58,36,13
18311,80,85,97,112,119,87
18312,36,29,24,17,9,6
18313,38,29,25,31,24,14
18314,36,29,24,55,35,14
18315,34,26,22,41,22,10
18316,36,29,25,47,30,15
18317,38,32,26,51,27,11
18318,33,27,22,46,24,11
18319,37,30,26,38,20,10
18320,34,25,21,15,7,5
18321,34,28,22,57,31,12
18322,38,31,29,42,44,30
18323,35,27,21,16,8,5
18324,36,32,26,54,33,14
18325,37,30,28,56,47,22
18326,32,24,19,41,17,6
18327,26,20,15,62,35,13
18328,31,25,20,64,39,18
18329,35,29,24,53,29,12
18330,36,30,25,52,28,12
18331,30,24,18,50,26,12
18332,36,30,25,58,33,14
18333,36,31,24,17,8,5
18334,33,25,19,26,10,5
18335,43,37,34,29,14,7
18336,39,30,24,39,16,8
18337,35,28,22,16,10,6
18338,37,32,29,20,8,4
18339,41,35,32,54,35,17
18340,36,28,22,17,10,5
18341,37,32,27,58,40,21
18342,36,27,21,15,8,4
18343,37,28,22,17,11,6
18344,35,25,19,14,7,5
18345,36,29,24,54,33,14
18346,34,27,23,56,32,13
18347,37,28,23,16,9,5
18348,28,19,14,32,16,8
18349,33,25,20,44,21,8
18350,38,34,30,29,15,8
18351,36,27,21,15,7,5
18352,37,28,23,17,9,6
18353,40,31,27,22,19,15
18354,37,28,23,17,10,5
18355,36,28,22,38,18,8
18356,35,29,24,46,29,13
18357,42,35,32,28,19,13
18358,35,28,24,54,31,12
18359,34,25,20,34,13,5
18360,35,29,24,59,35,15
18361,34,27,21,49,24,8
18362,34,24,19,13,7,4
18363,36,26,21,16,9,5
18364,35,26,21,17,8,5
18365,36,31,28,58,46,24
18366,36,29,23,16,9,5
18367,32,25,19,56,29,11
18368,33,24,19,14,6,4
18369,38,30,25,42,22,10
18370,35,26,20,28,11,5
18371,35,27,22,16,8,5
18372,33,29,24,53,34,15
18373,37,29,24,38,21,10
18374,37,28,23,18,9,6
18375,37,33,29,60,45,23
18376,33,25,22,16,8,5
18377,36,30,25,19,10,5
18378,38,28,23,18,8,7
18379,38,29,23,37,18,7
18380,38,30,26,31,14,9
18381,32,26,21,41,23,9
18382,32,24,18,41,18,8
18383,40,31,28,22,12,9
18384,37,29,25,40,22,11
18385,32,25,21,43,21,9
18386,33,24,20,14,7,4
18387,40,34,30,55,53,26
18388,34,25,20,14,8,5
18389,37,29,25,37,19,8
18390,32,27,21,55,30,13
18391,37,31,27,38,24,10
18392,29,23,17,49,23,8
18393,34,24,20,14,7,4
18394,36,30,25,58,36,16
18395,37,31,26,50,32,15
18396,33,25,20,14,6,4
18397,40,36,33,42,23,13
18398,26,23,15,76,42,15
18399,34,28,22,13,6,5
18400,34,25,22,16,9,6
18401,46,38,35,30,21,12
18402,47,40,36,43,23,13
18403,32,28,21,56,32,12
18404,34,26,22,16,9,5
18405,30,24,17,68,37,13
18406,31,25,20,32,16,7
18407,37,33,32,22,11,7
18408,40,33,29,45,29,15
18409,37,31,26,39,23,12
18410,39,33,29,48,25,13
18411,37,29,23,35,14,6
18412,36,29,21,16,9,6
18413,40,36,36,54,56,39
18414,35,26,20,14,8,4
18415,40,38,32,34,17,8
18416,37,31,28,34,33,19
18417,40,31,26,23,17,13
18418,37,33,29,38,18,9
18419,40,33,29,58,33,15
18420,36,28,23,41,25,13
18421,34,28,23,45,24,11
18422,36,29,23,61,32,13
18423,32,24,18,42,24,9
18424,36,29,23,45,23,10
18425,39,35,33,27,13,7
18426,37,32,26,53,25,12
18427,34,26,21,16,8,6
18428,36,31,25,52,32,14
18429,41,34,29,42,22,12
18430,38,32,29,54,36,17
18431,40,35,30,54,50,27
18432,35,29,23,19,9,5
18433,43,36,34,55,34,15
18434,35,27,23,17,9,6
18435,33,27,21,54,24,8
18436,40,34,32,49,52,31
18437,29,21,16,11,5,4
18438,36,27,23,18,10,6
18439,33,23,17,31,12,4
18440,37,32,26,60,37,16
18441,37,28,23,18,10,7
18442,34,25,19,35,15,5
18443,38,31,26,45,37,18
18444,36,30,25,51,31,14
18445,36,31,27,53,32,16
18446,37,26,21,15,8,5
18447,37,28,22,34,14,6
18448,41,35,30,49,27,13
18449,34,25,21,16,8,5
18450,44,35,28,35,12,5
18451,36,27,21,17,9,5
18452,38,32,26,54,28,13
18453,33,25,19,37,16,7
18454,33,25,19,36,15,7
18455,34,27,24,48,20,7
18456,31,23,17,24,9,4
18457,39,33,29,59,45,20
18458,31,25,19,52,31,13
18459,36,30,25,58,42,18
18460,34,27,22,62,34,13
18461,34,26,19,31,11,4
18462,37,30,26,46,26,11
18463,37,27,21,15,9,5
18464,37,30,24,57,37,15
18465,33,25,20,37,16,6
18466,34,27,22,42,19,8
18467,35,30,24,63,37,15
18468,36,30,24,57,41,17
18469,37,31,25,53,33,15
18470,36,26,21,16,9,6
18471,31,25,20,44,23,10
18472,34,26,19,12,5,4
18473,38,32,26,58,43,20
18474,36,29,25,32,26,16
18475,33,28,23,36,19,9
18476,34,28,23,18,14,10
18477,36,27,22,18,9,6
18478,31,24,19,43,24,9
18479,34,25,19,15,8,4
18480,49,53,63,78,116,102
18481,37,27,21,16,9,6
18482,40,32,28,42,21,10
18483,34,29,24,50,31,13
18484,39,32,27,48,29,15
18485,36,28,23,17,9,6
18486,36,34,28,15,9,6
18487,34,25,19,14,6,4
18488,34,25,18,13,6,4
18489,33,25,20,43,22,9
18490,24,18,12,60,30,11
18491,37,29,25,22,18,13
18492,32,24,18,30,12,5
18493,33,26,22,17,9,5
18494,35,27,22,38,16,9
18495,39,35,32,30,16,9
18496,39,32,29,40,38,24
18497,34,26,21,15,8,4
18498,39,33,29,40,20,10
18499,32,23,18,54,44,17
18500,37,30,26,37,21,10
18501,33,28,23,46,22,9
18502,35,29,24,50,24,10
18503,37,29,23,44,21,9
18504,36,26,21,15,7,4
18505,37,32,26,54,35,17
18506,41,31,28,23,17,12
18507,34,26,22,38,18,9
18508,33,24,18,13,6,4
18509,38,32,26,19,10,6
18510,42,33,28,36,17,9
18511,35,27,22,16,9,5
18512,35,25,19,14,10,6
18513,36,32,28,57,40,16
18514,34,27,22,16,9,5
18515,35,26,19,14,7,3
18516,34,29,24,60,39,18
18517,33,26,21,42,18,7
18518,36,28,21,35,14,5
18519,33,27,23,52,30,12
18520,33,26,21,56,31,11
18521,33,27,22,60,39,15
18522,40,33,26,21,12,8
18523,37,29,23,38,17,7
18524,36,27,22,17,8,5
18525,37,30,24,18,9,5
18526,35,27,20,15,8,5
18527,36,30,24,24,9,5
18528,41,35,34,55,44,30
18529,35,29,26,35,25,14
18530,34,27,22,56,32,12
18531,33,25,20,15,8,4
18532,36,28,24,19,12,8
18533,39,30,25,34,16,8
18534,35,28,21,61,30,10
18535,34,25,21,16,8,5
18536,37,32,27,56,45,23
18537,35,28,25,42,24,11
18538,34,29,25,58,53,25
18539,34,28,24,35,16,8
18540,35,27,22,30,13,6
18541,33,25,20,35,18,8
18542,37,29,23,39,22,12
18543,42,35,30,21,12,8
18544,35,27,22,44,24,9
18545,42,33,28,23,18,13
18546,38,33,30,58,35,17
18547,28,21,15,41,21,9
18548,34,24,20,14,8,5
18549,41,37,35,57,58,37
18550,34,28,23,48,29,12
18551,37,30,24,43,22,10
18552,38,31,26,66,39,16
18553,30,23,17,54,24,8
18554,39,32,25,17,11,6
18555,37,27,22,16,9,6
18556,32,25,19,36,15,7
18557,37,29,24,17,9,6
18558,38,28,22,17,9,5
18559,36,30,24,63,37,16
18560,35,27,22,40,19,9
18561,35,28,23,51,27,10
18562,37,31,26,51,33,14
18563,34,24,18,13,7,5
18564,37,31,27,46,27,14
18565,35,25,20,27,9,4
18566,37,28,23,18,12,7
18567,35,27,23,18,12,8
18568,37,28,22,46,22,9
18569,33,27,23,41,21,9
18570,42,34,31,26,21,15
18571,35,25,20,16,9,6
18572,40,34,30,47,26,14
18573,37,30,23,17,9,5
18574,36,30,26,41,23,11
18575,32,26,19,59,35,14
18576,36,29,23,34,16,7
18577,36,27,23,17,11,7
18578,39,31,26,44,23,10
18579,42,35,31,30,13,7
18580,32,24,19,39,21,9
18581,38,33,29,67,43,19
18582,32,26,20,58,30,12
18583,46,38,34,57,34,17
18584,43,40,41,58,60,48
18585,31,22,18,13,9,6
18586,33,27,22,58,33,14
18587,35,26,21,16,8,5
18588,35,27,22,16,9,6
18589,36,30,25,49,24,10
18590,37,32,26,50,32,16
18591,38,30,23,17,11,8
18592,36,25,20,14,7,5
18593,26,20,15,63,34,13
18594,39,32,26,56,39,17
18595,35,28,22,15,8,5
18596,34,25,19,13,7,4
18597,35,29,22,61,36,12
18598,34,28,23,57,33,15
18599,38,30,25,20,13,8
18600,38,32,27,67,37,16
18601,34,29,23,38,18,9
18602,34,27,20,56,36,15
18603,34,28,24,58,35,14
18604,42,34,28,55,33,16
18605,37,29,24,16,9,3
18606,33,25,19,25,10,5
18607,38,28,22,17,10,6
18608,34,26,21,16,8,5
18609,35,25,20,15,8,5
18610,34,28,23,39,18,8
18611,40,34,31,56,55,33
18612,35,29,25,47,25,11
18613,41,31,26,35,16,6
18614,34,29,24,54,34,14
18615,39,30,25,19,12,9
18616,35,26,20,35,16,6
18617,33,28,22,44,22,10
18618,32,26,21,43,21,8
18619,34,27,22,47,30,14
18620,40,34,30,56,31,14
18621,34,29,24,54,32,15
18622,36,29,24,40,20,9
18623,34,28,23,49,25,10
18624,39,31,25,40,17,7
18625,42,35,32,51,42,23
18626,31,26,20,41,22,10
18627,37,31,26,57,39,17
18628,46,46,53,64,91,78
18629,39,32,28,24,13,8
18630,38,32,26,52,27,13
18631,35,27,22,17,9,6
18632,33,25,20,15,7,5
18633,36,29,23,41,19,9
18634,37,31,26,47,26,12
18635,37,32,27,61,36,14
18636,37,30,26,48,28,13
18637,35,29,25,51,34,14
18638,32,26,21,49,27,11
18639,35,29,25,47,26,12
18640,35,28,24,52,31,13
18641,34,26,22,17,8,5
18642,36,27,24,17,9,6
18643,35,24,18,13,6,4
18644,36,29,23,17,10,6
18645,30,23,17,57,23,8
18646,37,27,23,17,10,6
18647,35,28,22,57,31,12
18648,42,34,29,40,23,12
18649,35,29,26,43,37,24
18650,31,23,17,25,9,3
18651,32,26,19,65,34,11
18652,35,25,21,16,8,5
18653,33,24,20,15,7,5
18654,37,31,28,39,37,24
18655,43,33,30,25,16,11
18656,33,27,23,54,35,15
18657,30,22,16,23,9,4
18658,37,32,27,49,26,11
18659,31,22,16,39,18,7
18660,38,32,27,53,26,11
18661,33,28,23,54,31,13
18662,36,25,19,16,9,7
18663,41,35,29,61,38,19
18664,32,25,19,36,16,6
18665,35,29,23,52,31,13
18666,34,26,19,15,7,5
18667,33,24,17,12,7,5
18668,39,35,32,23,11,7
18669,36,31,27,17,7,5
18670,35,28,24,31,15,7
18671,34,26,21,48,23,9
18672,34,28,23,52,25,10
18673,35,29,22,15,8,5
18674,35,28,25,35,19,8
18675,35,25,20,16,8,6
18676,34,28,22,50,31,13
18677,39,32,25,19,10,6
18678,34,27,20,15,7,4
18679,36,28,25,26,14,8
18680,41,35,31,57,47,28
18681,35,26,22,16,8,5
18682,36,31,28,43,30,14
18683,30,22,16,28,10,4
18684,35,28,22,41,22,9
18685,29,23,18,44,25,11
18686,36,26,21,16,8,5
18687,35,29,23,61,35,14
18688,40,35,33,65,47,29
18689,35,28,24,47,22,10
18690,33,23,18,13,6,4
18691,35,26,20,37,18,8
18692,40,34,29,55,32,13
18693,36,28,22,49,24,8
18694,36,27,21,16,9,5
18695,32,23,17,27,11,5
18696,34,25,20,14,6,4
18697,37,30,25,51,33,13
18698,34,28,22,56,31,12
18699,34,26,21,39,19,8
18700,35,27,21,36,16,6
18701,38,28,22,17,9,6
18702,37,26,22,16,9,6
18703,59,58,58,86,80,55
18704,36,27,21,17,9,6
18705,33,27,23,44,22,10
18706,36,29,23,16,8,5
18707,36,29,24,50,32,13
18708,35,29,23,48,24,9
18709,34,24,19,14,7,5
18710,46,41,39,59,43,30
18711,37,32,25,19,9,7
18712,32,25,20,41,21,9
18713,36,33,27,17,8,5
18714,42,35,34,52,56,37
18715,33,24,18,13,8,6
18716,37,30,27,37,22,12
18717,33,27,22,34,25,14
18718,37,27,21,16,8,5
18719,38,31,25,69,37,14
18720,35,27,23,47,27,11
18721,38,30,24,17,10,6
18722,52,44,43,39,34,24
18723,39,35,30,54,33,15
18724,34,27,22,50,29,12
18725,37,30,24,51,32,14
18726,35,28,22,50,29,13
18727,34,24,20,15,8,4
18728,36,29,23,61,30,13
18729,34,28,23,61,34,13
18730,38,32,28,28,14,8
18731,26,20,13,65,31,12
18732,36,27,20,14,6,5
18733,33,25,20,53,24,8
18734,37,30,26,35,19,10
18735,32,25,19,47,20,7
18736,36,30,26,52,27,12
18737,37,30,25,54,33,14
18738,37,29,25,35,21,10
18739,35,29,25,35,17,8
18740,40,31,24,18,10,7
18741,37,31,26,58,36,17
18742,35,29,22,47,25,10
18743,46,36,30,48,24,10
18744,41,34,31,52,48,29
18745,37,31,26,40,21,10
18746,36,29,24,42,23,10
18747,35,26,22,17,8,6
18748,36,30,24,53,30,13
18749,34,29,24,60,40,17
18750,34,26,22,16,8,5
18751,30,24,20,52,28,11
18752,35,28,22,41,22,10
18753,35,28,22,48,21,8
18754,34,27,21,42,22,10
18755,41,36,31,55,46,27
18756,34,28,23,52,27,10
18757,35,26,22,16,8,5
18758,36,29,24,44,23,10
18759,34,27,22,23,8,5
18760,35,29,24,43,21,9
18761,33,27,23,45,25,12
18762,43,37,35,28,20,12
18763,34,25,20,50,27,10
18764,32,24,19,27,11,5
18765,35,27,20,31,13,6
18766,37,31,26,48,25,10
18767,34,27,21,44,20,8
18768,39,30,25,19,12,7
18769,34,26,21,36,17,8
18770,36,30,26,54,43,22
18771,39,32,26,54,33,15
18772,41,38,34,61,52,29
18773,32,25,20,44,23,11
18774,39,33,27,50,31,14
18775,33,23,18,13,7,5
18776,25,18,11,32,12,5
18777,38,31,28,21,10,5
18778,36,29,23,18,9,6
18779,36,28,21,16,10,6
18780,36,30,23,49,26,10
18781,37,30,26,46,22,10
18782,33,24,19,53,39,14
18783,35,29,22,49,24,10
18784,32,26,20,44,24,10
18785,32,25,20,54,29,11
18786,31,23,18,39,17,8
18787,30,24,18,64,32,12
18788,32,25,18,39,23,11
18789,42,37,33,56,49,32
18790,40,32,24,19,10,5
18791,38,30,25,49,27,12
18792,35,24,19,14,7,5
18793,37,26,21,15,8,4
18794,35,30,24,62,38,17
18795,37,30,26,46,26,12
18796,34,28,23,56,33,13
18797,33,27,23,52,25,8
18798,34,26,21,49,27,11
18799,34,29,24,52,32,14
18800,35,27,23,16,8,6
18801,40,33,27,54,29,13
18802,34,28,23,53,34,16
18803,37,28,22,17,9,6
18804,34,25,19,14,7,5
18805,33,26,21,41,20,9
18806,37,32,27,52,39,19
18807,34,26,20,14,8,5
18808,40,32,27,53,28,11
18809,34,26,22,16,9,5
18810,37,27,23,17,8,5
18811,34,27,20,45,20,6
18812,34,27,24,45,25,11
18813,37,27,23,17,9,6
18814,41,34,31,21,9,6
18815,37,29,23,43,21,10
18816,35,30,23,46,29,13
18817,39,32,29,51,49,28
18818,31,26,19,57,35,16
18819,35,30,25,51,27,12
18820,35,26,21,15,9,5
18821,37,31,27,43,24,12
18822,32,24,19,40,18,7
18823,36,28,21,16,7,5
18824,37,31,25,34,18,10
18825,37,28,21,16,8,5
18826,31,26,18,61,33,11
18827,33,25,19,37,15,6
18828,37,31,26,51,27,10
18829,33,25,19,14,6,5
18830,32,25,20,52,28,10
18831,34,27,21,48,24,9
18832,36,30,24,60,35,14
18833,34,25,19,31,11,5
18834,37,31,26,18,8,4
18835,36,30,26,39,19,10
18836,43,36,31,25,17,11
18837,38,33,28,47,26,11
18838,31,25,18,48,23,9
18839,24,20,12,81,38,13
18840,37,27,21,16,8,6
18841,36,32,27,44,31,17
18842,38,31,26,42,35,18
18843,40,34,29,55,46,22
18844,35,28,21,13,7,5
18845,35,26,21,16,7,5
18846,36,30,26,50,30,14
18847,37,31,27,40,21,10
18848,33,27,21,46,27,11
18849,41,35,31,52,32,17
18850,37,28,22,38,17,7
18851,36,30,26,45,26,11
18852,35,26,22,17,9,5
18853,39,33,28,41,22,11
18854,37,30,24,57,34,14
18855,36,31,27,37,19,10
18856,35,30,25,41,22,10
18857,35,27,22,43,19,8
18858,35,25,20,14,7,4
18859,36,28,23,42,21,8
18860,49,41,36,51,24,12
18861,30,25,17,61,28,10
18862,34,28,24,50,32,13
18863,38,33,27,35,18,9
18864,34,29,24,42,23,10
18865,36,29,26,43,23,10
18866,36,30,25,50,31,16
18867,32,23,19,21,11,5
18868,32,24,17,58,24,6
18869,33,26,20,16,8,5
18870,38,32,26,17,10,6
18871,44,42,41,64,66,45
18872,37,30,26,43,22,9
18873,34,28,23,42,22,10
18874,30,23,19,28,11,5
18875,34,25,20,15,7,4
18876,37,28,23,25,11,5
18877,33,25,20,15,7,5
18878,36,32,30,27,12,6
18879,41,35,30,21,12,8
18880,37,31,23,41,17,7
18881,35,28,23,49,29,13
18882,38,31,25,52,32,15
18883,33,26,19,51,24,10
18884,37,28,21,16,8,5
18885,36,30,25,57,32,14
18886,34,25,20,15,8,5
18887,35,26,21,16,10,7
18888,37,28,22,18,9,6
18889,33,26,20,34,16,6
18890,38,31,24,60,35,13
18891,29,24,18,70,34,12
18892,33,27,22,43,22,10
18893,45,35,28,38,14,5
18894,38,33,28,17,9,5
18895,38,33,28,62,39,18
18896,37,32,29,45,41,21
18897,36,29,25,33,15,7
18898,35,27,23,32,18,10
18899,35,29,23,56,31,12
18900,35,28,22,16,9,7
18901,36,29,25,40,22,10
18902,32,24,17,34,15,6
18903,33,27,21,50,23,8
18904,38,31,25,41,19,7
18905,27,22,15,55,27,10
18906,33,27,22,50,28,12
18907,36,28,24,39,18,8
18908,34,26,22,37,17,8
18909,37,29,23,16,8,5
18910,38,30,26,18,9,7
18911,33,26,20,47,27,10
18912,35,26,22,17,7,5
18913,43,37,33,57,40,19
18914,42,33,26,42,23,10
18915,28,22,15,44,22,9
18916,38,29,25,21,12,9
18917,37,27,23,17,9,6
18918,37,32,28,48,38,20
18919,34,29,24,43,24,11
18920,35,29,23,54,27,10
18921,38,32,27,43,22,11
18922,27,22,16,57,32,12
18923,37,30,25,42,21,9
18924,36,26,21,35,14,7
18925,39,29,24,19,12,8
18926,40,33,28,49,25,12
18927,34,27,23,15,9,6
18928,37,28,22,45,22,8
18929,41,37,35,29,16,10
18930,37,33,28,60,48,26
18931,32,26,22,41,21,8
18932,37,30,25,58,38,16
18933,37,31,27,53,37,20
18934,34,26,20,44,25,13
18935,37,31,25,16,7,5
18936,33,28,22,55,33,14
18937,35,31,26,63,40,18
18938,36,30,28,23,11,5
18939,34,28,23,53,30,13
18940,35,27,21,16,9,5
18941,36,30,23,57,32,15
18942,36,30,26,47,26,10
18943,43,35,30,41,21,10
18944,40,33,26,19,11,8
18945,50,43,38,45,26,15
18946,31,24,18,49,22,8
18947,35,30,25,55,38,19
18948,33,25,19,31,12,5
18949,33,26,20,32,13,5
18950,34,28,21,53,29,10
18951,36,28,21,16,9,6
18952,44,39,36,72,58,35
18953,33,27,21,48,24,10
18954,33,25,20,15,7,5
18955,37,29,23,17,9,6
18956,34,29,25,41,21,10
18957,36,29,24,44,22,9
18958,34,28,23,61,32,13
18959,32,26,21,60,34,13
18960,43,39,35,29,22,15
18961,35,27,23,46,23,9
18962,42,36,34,47,57,39
18963,36,30,23,16,9,5
18964,37,28,21,17,9,6
18965,34,27,22,58,31,13
18966,36,30,25,54,29,12
18967,36,30,25,45,24,10
18968,33,24,19,38,20,8
18969,34,25,19,14,7,5
18970,34,27,23,47,22,7
18971,32,23,17,32,14,6
18972,38,33,30,54,51,32
18973,44,33,29,24,17,14
18974,37,26,21,17,10,6
18975,34,25,19,14,7,4
18976,35,29,25,60,34,13
18977,31,26,20,50,27,11
18978,33,25,21,16,7,5
18979,46,38,36,33,19,12
18980,34,25,19,13,7,5
18981,38,29,23,18,11,8
18982,33,23,18,12,7,5
18983,28,22,15,69,34,14
18984,36,34,30,25,11,6
18985,33,25,22,16,8,5
18986,33,26,20,33,15,5
18987,36,30,24,16,8,5
18988,37,32,26,70,48,23
18989,39,32,25,45,23,10
18990,41,33,29,38,24,13
18991,37,33,29,20,11,8
18992,35,28,23,55,33,15
18993,40,34,29,54,39,19
18994,40,33,29,26,15,9
18995,39,31,27,21,12,8
18996,37,31,26,49,29,13
18997,33,27,22,57,30,12
18998,36,31,25,17,9,5
18999,37,31,25,46,25,9
19000,26,22,18,44,28,11
19001,29,25,20,13,3,1
19002,33,27,22,40,17,9
19003,33,27,22,41,14,7
19004,29,26,19,13,3,2
19005,28,23,22,28,17,10
19006,25,22,20,35,29,17
19007,25,19,16,21,11,7
19008,29,24,19,16,4,2
19009,30,24,19,13,3,3
19010,29,25,20,13,4,2
19011,31,26,20,47,19,10
19012,27,23,18,9,2,2
19013,27,22,21,39,27,12
19014,27,23,19,30,18,10
19015,27,23,20,13,5,2
19016,29,24,19,11,2,1
19017,25,21,17,43,18,10
19018,27,22,23,46,33,16
19019,26,19,16,15,3,2
19020,28,24,19,11,2,2
19021,27,23,19,27,12,6
19022,30,25,21,13,3,2
19023,23,20,15,49,25,13
19024,26,22,20,55,40,18
19025,28,25,20,13,3,2
19026,33,24,18,46,14,6
19027,26,21,16,10,3,2
19028,31,24,19,41,14,7
19029,25,20,15,9,3,2
19030,28,23,22,32,25,12
19031,26,20,20,33,16,10
19032,24,18,17,21,9,6
19033,28,24,19,10,3,2
19034,26,23,19,39,21,9
19035,26,22,17,9,2,2
19036,27,22,18,46,31,14
19037,29,26,20,14,4,2
19038,25,22,17,8,2,1
19039,27,24,19,11,4,2
19040,33,27,22,17,4,2
19041,28,24,21,40,40,19
19042,26,23,21,50,36,17
19043,26,23,21,33,26,13
19044,24,20,15,52,27,12
19045,30,26,20,13,3,2
19046,25,21,20,45,28,16
19047,32,26,20,43,16,8
19048,25,18,13,9,2,1
19049,34,26,20,49,17,8
19050,26,21,21,54,26,11
19051,31,26,22,40,13,7
19052,31,25,21,15,3,2
19053,29,24,21,28,19,11
19054,29,24,20,16,3,2
19055,26,24,20,57,38,18
19056,25,18,13,9,2,2
19057,26,22,20,33,20,11
19058,27,23,23,31,32,19
19059,27,24,19,11,3,1
19060,32,27,21,18,5,3
19061,31,25,21,15,4,2
19062,26,23,22,50,36,16
19063,26,23,20,20,9,5
19064,26,21,19,37,30,16
19065,27,22,22,42,31,15
19066,29,24,19,13,3,2
19067,28,24,21,32,22,11
19068,32,25,19,49,16,8
19069,33,27,22,40,15,7
19070,25,23,21,45,48,27
19071,25,19,16,21,15,9
19072,27,24,20,22,13,7
19073,27,24,19,10,3,2
19074,24,18,15,17,9,5
19075,26,22,22,31,21,12
19076,29,23,19,22,12,6
19077,26,21,20,29,16,8
19078,26,21,20,47,27,15
19079,25,22,21,45,35,19
19080,26,22,19,47,30,13
19081,26,23,22,29,21,12
19082,27,23,20,10,5,2
19083,31,25,22,53,18,9
19084,33,26,22,37,14,7
19085,27,22,20,34,24,13
19086,29,24,19,15,4,3
19087,31,25,19,51,16,7
19088,25,20,16,59,31,13
19089,30,26,20,13,3,2
19090,25,21,19,34,20,11
19091,29,24,20,11,2,1
19092,27,24,19,10,3,1
19093,26,21,18,42,18,10
19094,30,25,19,13,3,2
19095,25,22,20,38,32,13
19096,26,21,17,15,6,3
19097,25,20,19,36,24,10
19098,27,23,21,19,3,2
19099,25,22,20,46,37,21
19100,26,22,19,12,7,3
19101,28,27,23,57,25,11
19102,25,18,17,31,21,12
19103,26,21,19,27,12,8
19104,29,25,19,11,3,2
19105,28,22,18,13,4,3
19106,27,23,18,13,3,3
19107,30,25,20,42,16,8
19108,31,27,21,14,3,2
19109,31,24,20,15,3,2
19110,32,24,19,40,15,6
19111,25,21,17,48,23,12
19112,30,26,22,15,4,2
19113,25,22,19,46,34,16
19114,25,22,19,44,38,21
19115,27,22,20,27,13,6
19116,29,25,19,12,3,2
